episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents
73;Introvert;1;1;1;4;2;32.268;3;3.177;10.419;0.32;2.4
73;NonConscientious;4;1;0;-1;3;19.382;0.336;2.298;4.905;0.32;4.4
73;Neurotic;0;0;0;-1;4;19.169;0.636;2.335;4.642;0.42;4.2
74;Extrovert;0;0;0;-1;10;14.308;0.971;2.991;12.27;2.12;8.66
74;Introvert;2;1;1;0.942;2;32.898;3;3.621;6.94;0.2;1.22
74;NonConscientious;4;1;0;-1;6;23.219;2.244;3.224;4.73;0.52;4.54
74;Neurotic;0;0;0;-1;14;16.477;0.731;2.597;9.333;0.5;9.88
75;Extrovert;0;0;0;-1;8;27.912;0.807;1.976;5.997;2.92;16.12
75;Introvert;1;1;1;7.222;5;45.375;3;2.565;6.598;0.72;11.08
75;NonConscientious;5;1;0;-1;4;29.415;2.161;3.161;6.196;0.82;7.5
75;Neurotic;0;0;0;-1;3;23.312;2.169;2.469;8.36;1.12;8.46
76;Extrovert;0;0;0;-1;2;10.935;1.227;3.068;11.703;0.88;4.24
76;Introvert;6;2;1;1.962;0;24.131;3;4.452;4.098;0.02;0
76;NonConscientious;0;0;0;-1;2;16.588;3;3.74;11.268;0.12;4.24
76;Neurotic;0;0;0;-1;0;9.428;1.273;3.863;12.422;1.12;0
77;Extrovert;0;0;0;-1;6;29.231;1.246;2.355;6.468;2.6;9.48
77;Introvert;5;2;1;2.741;8;43.798;3;2.44;4.72;0.32;10.3
77;NonConscientious;1;0;0;-1;10;29.24;2.429;2.208;6.63;0.72;8.14
77;Neurotic;0;0;0;-1;8;25.677;0.891;2.104;6.299;1.02;13.6
78;Extrovert;0;0;0;-1;14;29.142;0.456;1.845;6.703;4.5;16.26
78;Introvert;5;2;1;14.901;6;41.396;3;2.19;6.11;0.52;11.12
78;NonConscientious;1;0;0;-1;11;37.734;3;2.196;5.217;0.92;11.3
78;Neurotic;0;0;0;-1;7;19.949;1.97;2.536;7.327;2.12;10.84
